data;ppt;t_max;t_med;t_min;ur_max;ur_med;ur_min;rad_global;rad_liq;v_max;v_med
2016-12-27;  0,000;34,600;27,560;20,700; 96,900; 68,180;  40,890;28,340;16,029; 5,553;1,469
2016-12-28;  2,032;34,890;25,930;20,850; 95,600; 74,758;  37,180;27,640;14,908; 7,630;1,561
2016-12-29; 22,860;34,270;26,040;19,700; 94,900; 70,602;  41,870;29,700;16,589; 7,310;1,515
2016-12-30;  0,254;32,560;25,610;20,280; 97,200; 74,646;  46,260;28,280;15,272; 4,514;1,070
2016-12-31;  6,858;32,700;24,920;20,470; 97,700; 79,531;  48,780;20,320; 9,932;12,660;0,988
2017-01-01;  0,000;32,320;25,540;20,280; 97,700; 74,549;  46,090;27,420;15,474;11,700;1,673
2017-01-02;  0,000;31,940;25,910;20,510; 96,600; 73,328;  48,060;24,840;13,598; 6,591;1,510
2017-01-03; 40,640;34,410;24,660;20,280; 97,200; 78,891;  38,100;22,740;12,621;11,150;1,370
2017-01-04;  0,254;31,370;25,220;20,470; 97,200; 74,097;  46,600;20,220; 9,974; 7,550;1,568
2017-01-05;  1,016;30,410;24,520;21,320; 95,600; 80,585;  54,280;18,160; 8,654; 7,071;0,935
2017-01-06;  0,000;33,750;25,200;20,510; 96,500; 76,574;  39,090;26,720;15,064; 7,550;1,385
2017-01-07;  0,000;32,220;26,160;20,510; 96,900; 74,453;  46,460;24,600;13,297; 6,911;1,490
2017-01-08;  0,000;33,940;26,690;20,800; 96,300; 71,173;  39,700;26,020;14,418; 7,630;1,187
2017-01-09; 22,100;33,650;25,390;20,660; 98,400; 77,985;  45,140;22,460;12,773; 8,350;1,509
2017-01-10;  1,270;30,410;25,090;20,610; 99,000; 80,355;  51,800;24,160;13,366; 5,553;1,430
2017-01-11; 14,730;32,130;24,610;20,130; 98,200; 81,821;  48,130;26,060;15,050; 5,713;1,033
2017-01-12;  2,540;29,080;23,620;21,370; 97,800; 85,104;  63,670;10,662; 4,089; 7,071;1,628
2017-01-13;  0,000;29,750;24,390;20,080; 92,200; 77,757;  57,680;20,760;11,617; 5,073;1,634
2017-01-14; 39,370;32,510;25,130;20,280; 98,200; 77,471;  41,810;28,400;15,863;14,740;1,260
2017-01-15; 23,880;32,080;24,510;19,890; 98,700; 82,068;  49,390;25,000;13,991; 7,390;1,128
2017-01-16;  9,400;30,370;23,800;21,080; 98,100; 86,887;  59,820;15,218; 7,272; 4,994;1,301
2017-01-17; 29,970;27,560;22,280;19,130; 98,700; 91,536;  68,290;11,958; 4,170; 8,590;1,645
2017-01-18; 23,880;27,940;22,310;20,560; 98,900; 94,245;  68,190; 9,276; 3,116; 5,872;0,941
2017-01-19; 30,480;26,080;21,720;19,320; 98,900; 92,997;  71,620;10,590; 3,454; 5,233;1,179
2017-01-20; 16,510;26,600;21,830;19,090; 98,800; 89,416;  65,540;14,424; 6,507; 5,073;0,964
2017-01-21;  4,572;26,370;21,490;18,940; 98,800; 91,001;  69,620; 8,986; 3,219; 4,674;0,756
2017-01-22;  3,810;24,850;20,920;18,560; 98,600; 92,288;  77,270;10,750; 3,694; 4,674;1,020
2017-01-23; 14,730;27,180;22,070;18,800; 98,800; 89,414;  62,780;16,540; 7,930; 3,236;1,004
2017-01-24; 17,270;30,530;25,350;21,730; 95,500; 84,656;  58,450;21,360;10,990; 5,553;1,554
2017-01-25; 10,410;29,580;23,880;20,200; 98,400; 83,166;  51,680;19,860; 9,815; 7,390;1,399
2017-01-26; 10,670;24,920;22,460;20,580; 97,300; 91,532;  80,100; 6,786; 1,157; 4,994;0,837
2017-01-27;  5,842;25,320;22,480;20,510; 99,000; 90,608;  70,300; 9,018; 2,683; 3,476;0,952
2017-01-28;  0,000;33,180;25,420;20,040; 98,200; 78,180;  47,110;24,000;14,283; 6,831;1,415
2017-01-29;  0,000;33,410;26,650;21,040; 95,200; 67,245;  33,470;29,000;16,475; 5,792;1,654
2017-01-30;  0,000;33,080;25,380;20,320; 95,100; 72,184;  43,510;25,300;14,207; 8,350;1,577
2017-01-31; 13,210;30,990;22,660;19,230; 98,000; 84,150;  51,500;17,180; 8,815; 6,352;1,134
2017-02-01;  4,064;29,890;23,060;19,040; 99,000; 83,377;  54,930;18,900; 9,236; 5,633;0,918
2017-02-02; 43,430;29,080;22,200;19,230; 98,500; 87,537;  61,800;14,938; 7,295;11,150;1,394
2017-02-03;  5,842;30,130;23,360;19,420; 98,400; 84,526;  57,680;20,420;11,368; 5,713;1,678
2017-02-04;  1,524;30,410;23,060;19,850; 99,000; 89,530;  57,410;17,520; 7,983; 5,233;1,208
2017-02-05;  0,254;32,320;25,220;19,990; 99,300; 79,077;  52,040;25,620;15,051; 7,230;1,548
2017-02-06;  0,500;32,320;24,800;20,040; 98,000; 82,056;  51,940;20,700;10,625; 5,073;1,032
2017-02-07;  0,000;32,600;25,440;19,700; 99,200; 77,081;  44,870;24,040;12,686; 6,831;1,565
2017-02-08;  0,000;32,320;26,110;21,230; 89,600; 68,450;  44,700;25,360;13,773; 6,432;2,670
2017-02-09;  0,000;31,270;24,900;18,960; 90,000; 65,465;  43,060;24,420;12,127; 7,230;2,406
2017-02-10;  0,000;32,700;25,550;18,580; 94,500; 68,953;  44,590;27,000;14,688; 7,710;1,720
2017-02-11;  0,000;32,980;26,130;19,900; 97,100; 70,019;  43,570;24,800;12,964; 5,872;1,099
2017-02-12;  0,000;33,650;26,790;20,800; 94,400; 68,023;  39,730;27,520;15,441; 5,633;1,321
2017-02-13;  0,000;32,990;26,500;21,320; 89,000; 63,906;  39,290;25,600;13,807; 6,591;1,422
2017-02-14;  0,000;33,940;26,340;19,140; 94,000; 63,884;  36,430;25,860;13,648; 6,671;1,306
2017-02-15;  0,000;34,410;27,030;19,430; 94,800; 65,257;  37,110;26,620;14,710; 5,952;1,566
2017-02-16;  0,000;33,890;26,400;20,280; 92,600; 67,327;  44,080;23,380;12,886; 6,192;1,051
2017-02-17;  0,000;33,370;26,040;20,850; 96,600; 74,078;  43,850;20,780;10,915; 6,991;1,240
2017-02-18;  0,000;34,130;25,640;21,750; 95,300; 75,883;  42,250;24,060;13,555; 6,272;1,218
2017-02-19;  0,254;34,600;27,360;20,320; 97,900; 68,984;  39,730;25,020;13,496; 6,991;1,378
2017-02-20;  0,000;35,560;27,730;20,850; 89,500; 62,154;  30,240;27,440;15,212; 8,670;1,932
2017-02-21;  0,000;33,940;26,690;19,530; 89,900; 63,879;  34,600;26,760;14,329; 6,352;1,811
2017-02-22;  0,000;34,220;26,360;20,280; 95,200; 66,668;  35,990;24,340;13,185; 6,112;1,209
2017-02-23;  0,000;34,320;26,900;19,150; 97,000; 62,034;  32,860;27,020;14,629; 5,553;1,305
2017-02-24; 22,100;30,800;23,530;19,420; 98,100; 81,181;  50,540;17,360; 8,190; 6,751;1,545
2017-02-25;  5,080;27,180;21,850;19,140; 98,600; 89,061;  62,580;11,990; 4,637; 4,514;1,014
2017-02-26;  5,334;27,750;22,290;19,900; 98,700; 88,508;  63,330;13,036; 5,749; 4,275;1,024
2017-02-27;  0,254;31,180;24,900;19,750; 98,900; 76,439;  49,120;24,580;13,408; 4,834;1,283
2017-02-28;  0,000;31,750;25,490;20,090; 97,500; 75,527;  49,250;22,880;12,195; 5,073;1,164
2017-03-01;  0,000;32,130;25,040;20,230; 93,700; 76,151;  49,830;20,980;11,063; 9,790;1,588
2017-03-02; 13,700;29,460;22,750;20,510; 97,800; 90,130;  60,880;12,924; 6,028; 6,112;1,156
2017-03-03;  6,096;29,560;23,410;20,510; 99,100; 89,550;  65,270;16,360; 8,428; 5,313;1,126
2017-03-04;  3,810;31,650;24,430;20,700; 99,100; 85,211;  50,000;20,160;11,167; 7,710;1,314
2017-03-05;  0,000;30,560;24,440;21,470; 97,600; 85,378;  57,210;19,420;10,528; 5,153;1,287
2017-03-06; 48,260;31,840;23,160;19,470; 98,300; 87,299;  48,640;19,840;11,352;15,140;1,326
2017-03-07; 25,910;33,370;24,760;19,040; 99,400; 80,961;  44,120;22,660;12,197; 5,713;1,152
2017-03-08;  8,380;32,510;24,420;20,610; 98,300; 83,469;  51,330;23,280;12,141; 6,911;1,154
2017-03-09;  0,254;32,890;25,190;19,230; 99,400; 80,966;  48,880;24,960;12,864; 4,514;0,926
2017-03-10;  0,000;33,560;26,640;20,890; 99,000; 73,644;  44,080;22,220;11,499; 8,910;1,339
2017-03-11;  5,588;34,220;26,220;20,140; 94,700; 73,127;  40,960;23,560;12,235; 5,952;1,520
2017-03-12;  0,000;33,370;26,810;20,420; 98,200; 70,402;  41,230;24,960;13,134; 5,393;1,228
2017-03-13;  1,270;31,080;24,610;20,700; 95,500; 80,045;  54,830;16,660; 7,882; 7,230;1,711
2017-03-14;  5,588;31,840;23,300;19,470; 97,400; 82,329;  51,970;18,600; 9,683; 7,470;1,628
2017-03-15;  0,000;32,320;24,200;18,770; 98,900; 74,965;  42,250;22,960;11,807; 6,511;0,970
2017-03-16;  0,000;32,030;25,250;18,670; 98,900; 73,365;  42,590;24,720;12,802; 6,032;1,116
2017-03-17;  4,572;33,180;24,610;19,050; 98,100; 77,952;  39,770;21,600;11,011; 7,550;1,722
2017-03-18;  3,810;25,650;21,910;19,040; 96,400; 83,224;  68,630; 9,628; 3,292; 6,991;2,372
2017-03-19; 10,160;25,510;20,560;18,110; 97,800; 87,646;  66,460;11,656; 4,486; 6,272;1,846
2017-03-20;  0,000;28,320;21,520;16,740; 95,300; 74,746;  50,780;22,360;10,371; 8,190;2,591
2017-03-21;  0,000;28,700;21,430;15,170; 93,600; 71,334;  43,270;25,660;11,733; 6,591;2,216
2017-03-22;  0,000;30,840;22,550;15,360; 97,700; 69,704;  35,920;23,960;11,010; 6,352;1,600
2017-03-23;  0,000;29,650;22,340;15,600; 97,000; 71,651;  37,660;19,480; 8,279; 4,754;1,060
2017-03-24;  0,000;30,890;23,550;16,980; 98,400; 70,378;  35,350;23,300;11,508; 4,674;1,025
2017-03-25;  0,000;32,220;24,330;17,730; 96,900; 69,866;  38,300;23,560;12,050; 7,630;1,700
2017-03-26;  0,000;30,410;23,340;16,930; 94,400; 67,894;  41,400;23,860;11,298; 6,352;1,990
2017-03-27;  0,000;24,560;21,110;17,490; 95,600; 79,152;  64,690; 9,122; 3,242; 4,754;1,482
2017-03-28;  0,000;29,080;22,490;18,760; 91,700; 71,369;  41,700;15,514; 6,972; 7,390;2,590
2017-03-29;  0,000;28,130;21,830;17,160; 89,000; 66,001;  38,170;23,880;10,542; 7,151;3,057
2017-03-30;  0,000;28,560;21,180;14,790; 95,000; 70,091;  40,990;21,620; 9,592; 7,151;2,049
2017-03-31;  0,000;27,560;20,350;14,070; 96,500; 68,465;  37,790;22,940;10,134; 8,190;2,468
2017-04-01;  0,000;27,560;20,170;14,210; 93,200; 69,176;  44,460;21,980; 9,903; 8,510;2,687
2017-04-02;  0,000;28,890;20,940;12,930; 96,900; 70,338;  41,570;23,140;10,737; 6,831;1,919
2017-04-03;  0,000;30,220;22,110;14,170; 98,400; 69,478;  36,360;22,320;10,475; 3,955;1,113
2017-04-04;  0,000;30,990;23,220;15,450; 98,400; 68,606;  31,470;20,760; 9,734; 3,875;0,832
2017-04-05;  0,000;33,460;25,040;16,310; 96,300; 63,318;  32,930;20,160;10,333; 6,591;1,457
2017-04-06; 71,630;27,130;22,490;20,180; 99,000; 91,232;  72,880; 7,484; 1,840; 4,594;1,121
2017-04-07;  1,524;28,890;23,460;20,320; 99,300; 88,914;  65,610;11,544; 4,941; 4,674;1,260
2017-04-08;  0,254;29,320;24,300;21,280; 96,500; 81,701;  63,940;11,474; 4,568; 5,633;1,310
2017-04-09;  0,000;30,800;24,370;19,900; 91,100; 75,192;  51,020;18,540; 8,512; 6,352;1,846
2017-04-10;  0,000;32,510;24,570;17,920; 99,000; 76,517;  43,200;19,760; 9,678; 4,914;1,104
2017-04-11;  0,000;32,320;25,400;19,420; 98,900; 75,740;  44,390;19,800;10,189; 4,754;0,927
2017-04-12;  0,000;27,940;23,060;18,760; 92,700; 76,759;  55,780;13,266; 6,410; 6,991;2,451
2017-04-13;  0,000;27,750;21,640;17,870; 89,000; 74,591;  51,770;18,580; 8,774; 6,511;2,546
2017-04-14;  0,000;30,410;22,070;15,600; 97,700; 76,886;  48,030;21,120;10,241; 4,994;1,453
2017-04-15;  0,000;30,510;22,770;15,980; 98,700; 72,382;  38,880;21,100; 9,583; 4,035;1,021
2017-04-16;  0,000;30,700;22,970;15,780; 97,900; 74,494;  43,170;17,480; 8,047; 5,073;1,223
2017-04-17;  0,000;26,800;22,280;18,950; 90,200; 77,757;  62,070; 9,892; 4,372; 5,872;1,877
2017-04-18;  0,000;26,940;20,850;16,310; 87,900; 69,348;  49,080;18,000; 8,099; 6,671;3,013
2017-04-19;  0,000;28,030;21,120;16,300; 81,000; 65,779;  47,550;19,300; 8,924; 6,511;2,550
2017-04-20;  0,000;30,790;22,370;14,830; 97,200; 73,211;  45,780;17,440; 8,374; 4,594;1,081
2017-04-21; 24,890;24,510;20,960;17,720; 99,000; 91,536;  74,820; 5,614; 0,868; 8,270;1,533
2017-04-22;  0,000;24,850;19,920;16,490; 99,100; 81,292;  51,190;15,496; 7,697; 6,831;1,820
2017-04-23;  0,000;26,040;19,830;15,260; 96,400; 78,321;  54,320;13,984; 5,274; 5,792;2,167
2017-04-24;  0,000;29,270;21,400;13,550; 95,300; 74,389;  48,570;19,500; 8,895; 3,875;1,187
2017-04-25;  0,000;30,650;23,080;15,640; 99,300; 78,612;  50,880;19,240; 9,351; 5,952;1,276
2017-04-26; 32,770;23,800;19,720;17,480; 98,900; 92,163;  74,480; 2,162;-1,029; 7,230;1,136
2017-04-27;  0,762;24,080;19,750;16,350; 98,300; 89,433;  70,810; 8,302; 2,606; 5,952;1,278
2017-04-28;  0,000;22,080;17,890;14,600; 93,600; 81,166;  66,420; 9,128; 3,801; 5,872;2,162
2017-04-29;  0,000;24,990;18,640;14,400; 92,000; 80,031;  62,240;12,436; 5,142; 5,553;2,026
2017-04-30;  0,000;26,800;20,080;15,020; 93,000; 74,727;  48,880;18,220; 7,448; 6,032;2,266
2017-05-01;  0,000;27,180;19,920;13,310; 98,800; 75,307;  44,800;18,920; 8,014; 7,071;1,420
2017-05-02;  0,000;26,610;19,460;14,170; 98,200; 80,663;  55,170;14,326; 6,093; 3,076;0,877
2017-05-03;  0,000;28,320;20,570;13,830; 98,500; 75,836;  41,430;18,300; 8,248; 3,236;0,823
2017-05-04; 10,670;27,610;20,310;14,790; 98,900; 83,300;  54,760;12,896; 5,224; 7,390;1,328
2017-05-05; 22,100;24,080;18,990;15,450; 98,900; 90,185;  70,270;10,408; 4,228; 7,151;1,424
2017-05-06;  0,000;25,130;18,480;14,790; 99,200; 84,811;  58,160;12,238; 4,559; 6,032;1,210
2017-05-07;  0,000;26,130;19,660;14,310; 98,700; 80,116;  53,880;15,928; 6,493; 6,032;1,828
2017-05-08;  0,000;26,560;19,130;12,360; 99,100; 80,248;  48,740;16,580; 6,409; 4,275;1,141
2017-05-09;  0,000;27,080;19,060;10,880; 99,400; 77,029;  31,400;17,600; 7,241; 4,115;0,986
2017-05-10;  0,000;25,990;19,870;14,260; 96,700; 77,758;  54,050;17,160; 7,313; 5,553;1,400
2017-05-11;  0,000;24,850;19,590;15,400; 96,900; 77,513;  55,580;15,474; 6,125; 6,272;2,437
2017-05-12;  0,000;26,990;19,540;13,500; 95,900; 75,976;  53,230;16,960; 7,001; 4,195;1,114
2017-05-13;  0,000;29,890;21,420;13,360; 99,100; 73,074;  40,790;16,160; 6,788; 6,032;1,532
2017-05-14;  0,000;25,800;21,380;16,970; 97,800; 78,591;  64,040; 7,364; 1,467; 5,633;1,631
2017-05-15;  0,000;26,940;20,160;15,690; 99,500; 80,158;  51,260;12,530; 5,742; 4,514;1,179
2017-05-16;  0,000;24,990;19,620;15,740; 91,000; 71,449;  46,670;11,348; 5,254; 5,533;2,014
2017-05-17;  0,000;25,600;19,800;16,020; 83,100; 74,228;  58,460;11,960; 4,943; 5,792;1,824
2017-05-18; 15,490;20,890;17,790;15,830; 98,900; 91,942;  74,650; 3,152; 0,083; 6,831;1,486
2017-05-19; 66,040;21,280;17,910;16,860; 99,300; 97,817;  91,600; 1,946;-0,136; 8,910;1,551
2017-05-20;  0,254;24,460;19,770;16,480; 98,800; 86,289;  62,650;12,118; 5,726; 4,354;0,923
2017-05-21; 43,690;21,990;19,390;18,230; 99,200; 96,188;  86,800; 3,098; 0,061; 5,633;1,061
2017-05-22;  3,048;25,080;20,060;16,020; 99,200; 86,064;  65,230;12,172; 4,834; 5,872;1,857
2017-05-23;  0,000;24,700;18,520;14,070; 95,600; 78,980;  54,080;15,368; 5,445; 5,713;1,470
2017-05-24;  0,000;28,700;19,580;12,260; 99,500; 84,316;  52,790;14,616; 6,528; 3,076;0,794
2017-05-25;  0,000;29,450;21,800;15,350; 99,400; 80,070;  48,770;15,500; 6,940; 4,115;1,161
2017-05-26;  0,000;29,510;22,390;16,450; 99,000; 78,287;  49,830;15,344; 6,765; 3,635;1,142
2017-05-27;  0,000;28,080;21,680;16,780; 98,900; 82,374;  57,510;12,936; 5,162; 5,553;1,782
2017-05-28;  0,000;27,410;21,030;17,070; 97,600; 81,729;  56,220;12,814; 5,065; 4,674;1,086
2017-05-29;  0,000;27,270;19,910;13,640; 99,500; 80,800;  45,990;14,016; 5,433; 3,715;1,029
2017-05-30;  0,000;26,990;19,810;14,120; 98,600; 81,997;  55,610;13,948; 5,451; 5,073;1,440
2017-05-31;  0,000;27,180;19,370;13,310; 99,500; 81,193;  48,440;13,586; 5,598; 3,795;0,758
2017-06-01;  0,000;21,080;17,760;13,880; 97,600; 85,110;  71,560; 4,396; 0,420; 7,071;1,737
2017-06-02;  0,300;21,890;15,370; 8,930; 99,300; 78,720;  47,010;15,982; 5,621; 3,396;0,854
2017-06-03;  0,000;26,320;16,520; 7,643; 99,100; 79,476;  48,600;15,112; 5,627; 3,476;0,879
2017-06-04;  0,000;30,890;20,690;12,070; 98,600; 77,734;  46,670;14,710; 6,668; 3,555;1,193
2017-06-05;  8,900;21,040;19,010;17,060; 99,000; 93,381;  83,400; 3,420;-0,215; 7,470;1,336
2017-06-06;  1,016;27,600;21,120;17,520; 98,800; 88,102;  60,880; 8,912; 3,498; 4,275;1,144
2017-06-07;  0,000;30,030;22,830;18,190; 97,000; 78,280;  47,010;13,362; 6,546; 5,633;1,228
2017-06-08;  0,000;29,750;23,140;16,540; 97,200; 66,962;  42,820;14,700; 6,134; 7,710;1,706
2017-06-09;  1,270;22,470;18,380;13,690; 93,400; 79,578;  64,960; 6,472; 1,542; 9,390;2,003
2017-06-10;  0,000;19,940;13,510; 7,740; 96,000; 69,307;  35,690;16,280; 4,611; 4,275;1,175
2017-06-11;  0,000;25,700;13,730; 5,146; 98,800; 73,487;  31,160;15,856; 5,000; 2,996;1,002
2017-06-12;  0,000;20,660;14,420; 9,310; 97,400; 83,070;  58,330; 7,658; 1,589; 5,633;1,049
2017-06-13;  5,334;18,850;15,250;11,170; 98,900; 95,276;  85,900; 4,200; 0,587; 4,275;1,144
2017-06-14;  0,762;23,890;17,730;13,120; 99,400; 84,849;  58,330;12,408; 4,674; 5,553;1,534
2017-06-15;  0,000;25,080;17,500;10,550; 99,400; 79,702;  46,120;14,902; 5,450; 4,594;1,281
2017-06-16;  0,254;25,650;16,850; 9,450; 99,600; 79,654;  43,740;14,324; 5,578; 5,792;1,007
2017-06-17;  0,000;27,180;18,320;11,020; 98,500; 73,894;  38,740;14,446; 5,329; 4,834;1,337
2017-06-18;  0,000;26,030;18,190;11,790; 97,100; 78,642;  47,860; 8,598; 3,377; 3,476;1,202
2017-06-19;  0,000;27,890;20,520;13,740; 97,200; 68,764;  32,690;14,490; 6,059; 6,272;1,447
2017-06-20;  0,000;21,420;17,650;13,880; 90,600; 80,561;  64,080; 7,572; 2,268; 6,591;2,245
2017-06-21;  0,000;24,990;17,550;10,830; 98,900; 79,501;  53,330;14,402; 5,506; 5,153;2,024
2017-06-22;  0,000;26,040;18,500;10,640; 99,400; 76,349;  42,420;15,006; 5,628; 4,594;1,220
2017-06-23;  0,000;25,790;18,210;10,740; 98,600; 74,516;  43,570;15,204; 5,589; 5,233;1,188
2017-06-24;  0,000;25,600;17,910; 9,550; 99,200; 75,922;  42,820;14,784; 5,221; 5,553;1,395
2017-06-25;  0,000;25,040;17,720;10,930; 99,300; 74,615;  38,740;15,188; 5,181; 5,553;1,325
2017-06-26;  0,000;25,650;17,080; 8,830; 99,200; 76,368;  40,310;14,872; 5,391; 4,275;1,030
2017-06-27;  0,000;25,220;17,040;10,450; 98,600; 74,678;  40,510;14,502; 4,845; 3,635;1,150
2017-06-28;  0,000;26,420;18,040;10,020; 97,800; 74,108;  45,480;14,518; 5,569; 3,236;1,024
2017-06-29;  0,000;27,750;19,060;11,740; 98,200; 70,535;  32,390;15,068; 5,755; 3,875;1,099
2017-06-30;  0,000;27,180;18,310;11,450; 95,500; 72,403;  38,950;11,564; 4,550; 3,955;1,313
2017-07-01;  0,000;24,130;17,950;12,310; 98,400; 77,685;  55,850;12,466; 4,603; 6,352;1,612
2017-07-02;  0,000;20,280;15,270;11,400; 89,900; 72,872;  48,440;12,274; 3,463; 7,470;3,040
2017-07-03;  0,000;20,750;14,860;10,740; 87,100; 66,671;  40,340;13,972; 4,654; 7,710;2,918
2017-07-04;  0,000;21,230;13,530; 7,029; 95,600; 70,393;  39,020;13,336; 4,019; 5,233;1,644
2017-07-05;  0,000;22,370;12,720; 6,934; 94,300; 68,607;  36,200;14,326; 5,270; 6,112;1,601
2017-07-06;  0,000;23,610;15,530; 7,216; 97,800; 70,241;  39,020;12,114; 4,564; 4,354;1,300
2017-07-07;  0,000;23,800;15,880; 8,880; 98,100; 73,195;  41,430; 9,234; 3,012; 4,674;1,214
2017-07-08;  0,000;24,750;17,310;11,210; 96,400; 70,402;  37,930;11,568; 4,739; 4,514;1,161
2017-07-09;  0,000;25,180;17,090;10,020; 96,800; 69,436;  37,420;13,628; 5,532; 5,233;1,313
2017-07-10;  0,000;26,510;17,230; 8,980; 96,900; 70,332;  35,750;13,140; 5,655; 4,514;1,312
2017-07-11;  0,000;26,800;17,930;10,020; 97,500; 70,840;  37,180;13,746; 5,702; 3,316;1,013
2017-07-12;  0,000;26,800;18,270; 9,740; 96,800; 70,291;  37,730;13,832; 5,506; 6,112;1,326
2017-07-13;  0,000;26,650;17,260; 8,070; 99,100; 75,343;  39,430;13,862; 5,539; 4,195;0,873
2017-07-14;  0,000;26,510;17,680; 9,740; 98,700; 71,566;  36,020;14,284; 5,739; 5,313;1,207
2017-07-15;  0,000;26,610;17,790; 9,880; 93,600; 68,782;  37,760;14,046; 5,518; 5,872;1,645
2017-07-16;  0,000;27,080;19,920;12,980; 83,000; 55,475;  34,660;12,574; 5,549; 8,030;1,603
2017-07-17;  0,000;29,420;20,490;11,790; 90,400; 56,169;  23,890;14,598; 6,447; 5,633;1,490
2017-07-18;  0,000;17,690;14,080; 9,260; 93,200; 77,115;  61,810; 5,198; 1,640; 5,713;2,240
2017-07-19;  0,000;19,890;14,050; 9,830; 91,500; 73,187;  55,370;12,776; 5,446; 6,591;2,137
2017-07-20;  0,000;26,230;16,150; 8,120; 99,300; 76,138;  39,970;13,860; 5,888; 4,354;1,119
2017-07-21;  0,000;26,890;18,880;11,310; 96,600; 65,229;  35,010;14,738; 6,022; 6,192;1,494
2017-07-22;  0,000;26,610;17,460; 8,500; 95,600; 63,465;  30,110;15,174; 5,601; 3,715;1,241
2017-07-23;  0,000;28,130;17,860; 8,740; 98,400; 66,156;  25,720;15,346; 5,919; 4,914;1,118
2017-07-24;  0,000;26,890;17,640; 8,310; 94,900; 63,521;  31,980;15,636; 6,447; 5,153;1,348
2017-07-25;  0,000;27,840;18,070; 8,740; 95,900; 65,557;  32,080;15,370; 6,425; 4,354;1,315
2017-07-26;  0,000;27,610;18,160; 9,830; 95,600; 64,908;  33,030;15,822; 6,486; 4,674;1,353
2017-07-27;  0,000;26,610;18,450; 9,880; 96,800; 66,451;  31,670;16,080; 6,327; 5,952;1,595
2017-07-28;  0,000;26,230;17,390; 8,170; 99,400; 67,932;  30,110;15,898; 6,292; 5,313;1,350
2017-07-29;  0,000;26,460;18,100; 8,830; 95,700; 64,302;  34,660;16,140; 6,855; 4,275;1,232
2017-07-30;  0,000;26,510;18,340;10,980; 95,600; 64,253;  33,030;16,040; 6,740; 5,153;1,374
2017-07-31;  0,000;25,370;17,070; 8,550; 97,300; 63,073;  32,690;13,266; 5,278; 5,713;1,192
2017-08-01;  0,000;24,180;17,000; 9,070; 93,300; 63,638;  37,660; 9,184; 3,230; 3,715;1,215
2017-08-02;  0,000;28,460;19,880;12,310; 85,800; 53,534;  27,390;13,022; 5,922; 7,230;1,606
2017-08-03;  0,000;23,320;18,830;13,450; 81,800; 58,073;  40,650;10,196; 3,123; 8,350;2,664
2017-08-04;  0,000;23,420;16,390;10,260; 95,100; 71,512;  43,200;15,012; 6,545; 7,230;2,634
2017-08-05;  0,000;22,700;16,540;12,210; 87,900; 67,749;  42,080;14,348; 6,055; 7,790;2,945
2017-08-06;  0,000;24,650;16,710; 9,500; 91,800; 65,517;  38,240;17,400; 6,585; 6,112;2,364
2017-08-07;  0,000;28,980;18,420; 7,930; 97,300; 64,650;  30,350;17,000; 7,190; 5,073;1,260
2017-08-08;  0,000;31,180;20,940;11,790; 90,900; 58,992;  26,100;15,244; 6,258; 5,713;1,493
2017-08-09;  0,000;33,080;22,750;13,500; 85,300; 55,292;  23,100;17,900; 7,763; 8,190;2,038
2017-08-10;  0,000;29,560;20,470;14,400; 84,100; 64,794;  40,480;17,660; 6,962; 6,751;1,767
2017-08-11;  0,000;28,320;19,140;11,930; 90,000; 62,925;  30,310;17,820; 6,271; 5,952;1,948
2017-08-12;  0,000;31,840;20,660;11,210; 97,800; 66,010;  29,500;17,160; 6,682; 4,195;1,114
2017-08-13;  0,000;32,890;23,570;13,310; 93,600; 56,483;  25,450;16,300; 6,589; 6,192;1,992
2017-08-14;  0,000;28,080;21,980;17,120; 90,600; 68,960;  42,790;13,678; 5,550; 4,674;1,248
2017-08-15;  1,524;18,760;16,290;13,360; 96,300; 86,542;  75,520; 7,422; 1,852; 6,352;1,765
2017-08-16; 12,450;18,800;15,980;14,070; 99,100; 96,767;  85,400; 4,204; 0,289; 5,233;1,123
2017-08-17; 10,920;18,280;16,570;14,980; 98,600; 96,368;  91,200; 3,492; 0,055; 3,635;0,897
2017-08-18;  3,048;19,370;16,980;15,070; 98,700; 96,484;  92,700; 3,426;-0,105; 3,476;0,728
2017-08-19; 14,990;18,660;16,910;15,400; 99,400; 97,568;  88,900; 1,902;-0,415; 4,115;1,155
2017-08-20;  8,380;26,320;18,140;15,640; 98,900; 89,454;  54,320; 5,298; 1,295; 9,950;1,580
2017-08-21;  0,000;19,230;15,220;11,790; 98,300; 79,469;  58,770;11,998; 4,215; 8,990;3,872
2017-08-22;  0,000;25,270;17,340;11,310; 88,100; 72,093;  48,710;20,300; 8,621; 6,432;2,640
2017-08-23;  0,000;28,320;20,030;12,400; 97,400; 71,209;  42,690;18,740; 8,536; 5,792;1,471
2017-08-24;  0,000;27,650;19,910;12,690; 99,400; 65,219;  23,100;20,420; 8,316; 6,831;1,660
2017-08-25;  0,000;29,460;19,710;10,690; 98,200; 65,970;  30,240;20,200; 8,712; 4,275;1,044
2017-08-26;  0,000;29,560;20,550;11,550; 99,100; 63,813;  28,950;20,360; 8,845; 4,035;1,174
2017-08-27;  0,000;31,560;21,370;12,070; 94,500; 56,408;  23,510;20,740; 8,900; 3,955;1,116
